,URLRating,DomainRating,IPFrom,ReferringPageURL,ReferringPageTitle,InternalLinksCount,ExternalLinksCount,LinkURL,TextPre,LinkAnchor,TextPost,Size,Type,NoFollow,Site-wide,Image,Encoding,Alt,FirstSeen,PreviousVisited,LastCheck,Original
34436,11,55,104.16.139.110,http://blogpaws.com/executive-blog/blogging-social-media-info/learning/using-google-keyword-planner-pet-bloggers/,Using Google Keyword Planner for Pet Bloggers - BlogPaws,41,36,https://backlinko.com/google-keyword-planner,three options for searching with keywords when using this tool.,Backlinko.com,"does a phenomenal and user-friendly, easy to understand job of",14049,href,True,False,False,utf8,,2017-10-07 17:30:08,2017-10-23 21:50:33,2017-11-01 06:36:02,False
34634,11,45,104.152.168.31,http://www.thecreativeintrovert.com/8-free-keyword-planning-tools-that-arent-google-keyword-planner/,8 Free Keyword Planning Tools (other than Google KP),49,47,https://backlinko.com/google-keyword-planner,Props to these fantastic keyword-planning geniuses:,Source #1,", Source #2 , Source #3 ,",30082,href,False,False,False,utf8,,2017-10-04 06:49:18,2017-10-22 06:12:08,2017-10-30 05:59:33,False
34717,11,54,104.27.164.169,https://www.dirjournal.com/articles/create-marketing-beast-blog/,How to Create a Marketing Beast of a Blog - DirJournal: Search and Social Blog,87,25,https://backlinko.com/google-keyword-planner,,how to do keyword research,,19602,href,False,False,False,utf8,,2017-10-03 11:11:50,2017-10-27 17:50:45,2017-11-04 21:22:51,False
35400,11,54,54.221.214.160,http://blog.venturepact.com/3-growth-hacks-to-swear-by/,3 Growth Hacks to Swear By - Don't Sit On Your Ideas...,41,14,https://backlinko.com/google-keyword-planner,,Google keyword planner,,14933,href,False,False,False,utf8,,2017-10-02 00:56:05,2017-10-02 00:56:07,2017-10-20 06:06:10,False
35471,11,41,166.62.110.60,http://dailymarketinghub.com/seo-in-2018-the-definitive-guide/,SEO in 2018: The Definitive Guide - DailyMarketingHub.com,40,9,https://backlinko.com/google-keyword-planner,"Finally, you can hack the",Google Keyword Planner,for LSI keyword ideas. Here’s how:,20904,href,False,False,False,utf8,,2017-11-03 14:52:19,,2017-11-03 14:52:19,True
35497,11,59,104.37.84.115,http://testseo.cloudaccess.host/%D7%9B%D7%AA%D7%91%D7%95%D7%AA-%D7%A7%D7%99%D7%93%D7%95%D7%9D-%D7%90%D7%AA%D7%A8%D7%99%D7%9D/moz-explorer-%D7%9E%D7%99%D7%9C%D7%95%D7%AA-%D7%9C%D7%A2%D7%95%D7%9E%D7%AA-%D7%9E%D7%AA%D7%9B%D7%A0%D7%9F-%D7%9E%D7%99%D7%9C%D7%95%D7%AA-%D7%94%D7%9E%D7%A4%D7%AA%D7%97-%D7%A9%D7%9C-google-%D7%94.html,Moz Explorer מילות לעומת מתכנן מילות המפתח של Google: השוואת Definitive - קידום אתרים - זה הוכחה שהכל אפשרי בקידום אתרים,17,14,https://backlinko.com/google-keyword-planner,מדריכים נהדר אם אתה צריך רענון Moz Explorer מילות או,רענון מתכנן מילות המפתח של Google,.,25913,href,False,False,False,utf8,,2017-10-01 23:09:26,2017-06-18 12:20:05,2017-10-01 23:09:26,False
35678,11,55,104.28.2.86,http://www.smartlittleweb.com/blog/article/why-am-i-not-getting-website-traffic?ref=quuu,How to increase traffic to my website,27,19,https://backlinko.com/google-keyword-planner,,Here,,15440,href,False,False,False,utf8,,2017-09-19 20:01:27,2017-09-19 20:01:30,2017-10-26 23:20:21,False
36171,11,39,66.96.147.105,http://www.bloggingnuts.com/2016/04/28/best-keyword-research-tools/,Top 5 Keyword research tools for SEO - Blogging Nuts,48,62,https://backlinko.com/google-keyword-planner,Here is best guide by Brian to,Find Keywords using Google Keyword Planner,,28316,href,True,False,False,utf8,,2017-09-20 07:58:03,2017-10-01 03:32:28,2017-10-25 02:12:40,False
36301,11,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=72184,201 полезный совет по SEO-оптимизации,88,137,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72923,href,True,False,False,utf8,,2017-10-16 10:52:12,2017-08-25 01:12:38,2017-10-16 10:52:12,False
36526,11,59,31.186.96.170,https://spark.ru/startup/5oclick/blog/17317/belie-metodi-seo-optimizatsii-kak-dobitsya-pervogo-mesta-v-ranzhirovanii?c=63248,Белые методы SEO-оптимизации: как добиться первого места в ранжировании,57,34,https://backlinko.com/google-keyword-planner,интересуются темой «здоровье сотрудников». Затем он проверил этот запрос в,Google Keyword Planner,:,32766,href,True,False,False,utf8,,2017-10-16 13:35:09,2017-08-24 14:32:30,2017-10-16 13:35:09,False
36561,11,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=72167,201 полезный совет по SEO-оптимизации,88,136,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72810,href,True,False,False,utf8,,2017-10-16 06:30:06,2017-08-28 02:22:58,2017-10-16 06:30:06,False
36778,11,59,109.73.238.207,http://blog.whitesharkmedia.com/12-adwords-tools-optimize-like-pros/,12 AdWords Tools That Will Help You Optimize Like the Pros,67,39,https://backlinko.com/google-keyword-planner,,How to Use the Google Keyword Planner,,22992,href,False,False,False,utf8,,2017-10-07 02:09:31,2017-10-28 07:12:51,2017-11-05 17:30:01,False
36868,11,59,31.186.96.170,https://spark.ru/startup/5oclick/blog/17317/belie-metodi-seo-optimizatsii-kak-dobitsya-pervogo-mesta-v-ranzhirovanii?c=60847,Белые методы SEO-оптимизации: как добиться первого места в ранжировании,57,35,https://backlinko.com/google-keyword-planner,интересуются темой «здоровье сотрудников». Затем он проверил этот запрос в,Google Keyword Planner,:,32892,href,True,False,False,utf8,,2017-10-19 01:25:46,2017-08-20 14:50:36,2017-10-19 01:25:46,False
37096,11,54,192.254.176.197,https://blog.rankingbyseo.com/onpage-seo-tools/,52 Top On-Page SEO Tools Smart Digital Marketers Shouldn’t Ignore,114,76,https://backlinko.com/google-keyword-planner,easy-to-use tool. Brain Dean has written a comprehensive guide on,How to Get the Most Out of the Google Keyword Planner,. You can check this guide to learn how to,28039,href,True,False,False,utf8,,2017-10-19 22:00:35,2017-10-19 22:00:43,2017-10-28 09:10:11,True
37225,11,59,31.186.96.170,https://spark.ru/startup/5oclick/blog/17317/belie-metodi-seo-optimizatsii-kak-dobitsya-pervogo-mesta-v-ranzhirovanii?c=60805,Белые методы SEO-оптимизации: как добиться первого места в ранжировании,57,35,https://backlinko.com/google-keyword-planner,интересуются темой «здоровье сотрудников». Затем он проверил этот запрос в,Google Keyword Planner,:,32699,href,True,False,False,utf8,,2017-10-02 04:31:17,2017-08-14 22:44:38,2017-10-02 04:31:17,False
37363,11,59,31.186.96.170,https://spark.ru/startup/5oclick/blog/17317/belie-metodi-seo-optimizatsii-kak-dobitsya-pervogo-mesta-v-ranzhirovanii?c=61105,Белые методы SEO-оптимизации: как добиться первого места в ранжировании,56,34,https://backlinko.com/google-keyword-planner,интересуются темой «здоровье сотрудников». Затем он проверил этот запрос в,Google Keyword Planner,:,26760,href,True,False,False,utf8,,2017-09-23 09:57:59,2017-08-09 17:23:38,2017-09-23 09:57:59,False
37425,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=73120,201 полезный совет по SEO-оптимизации,84,133,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72209,href,True,False,False,utf8,,2017-09-28 16:20:04,2017-08-05 12:20:01,2017-09-28 16:20:04,False
37451,10,59,31.186.96.170,https://spark.ru/startup/5oclick/blog/17317/belie-metodi-seo-optimizatsii-kak-dobitsya-pervogo-mesta-v-ranzhirovanii?c=62141,Белые методы SEO-оптимизации: как добиться первого места в ранжировании,57,35,https://backlinko.com/google-keyword-planner,интересуются темой «здоровье сотрудников». Затем он проверил этот запрос в,Google Keyword Planner,:,32700,href,True,False,False,utf8,,2017-09-30 23:43:21,2017-08-18 19:05:57,2017-09-30 23:43:21,False
37477,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=72174,201 полезный совет по SEO-оптимизации,90,137,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72814,href,True,False,False,utf8,,2017-11-03 10:26:57,2017-09-15 06:46:10,2017-11-03 10:26:57,False
37503,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=72269,201 полезный совет по SEO-оптимизации,90,138,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72932,href,True,False,False,utf8,,2017-10-30 18:05:31,2017-09-06 12:25:40,2017-10-30 18:05:31,False
37523,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=79457,201 полезный совет по SEO-оптимизации,90,138,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72924,href,True,False,False,utf8,,2017-10-29 14:59:52,2017-09-07 21:16:02,2017-10-29 14:59:52,False
37555,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=79306,201 полезный совет по SEO-оптимизации,89,138,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72924,href,True,False,False,utf8,,2017-10-26 09:35:29,2017-09-01 17:11:12,2017-10-26 09:35:29,False
37577,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=72185,201 полезный совет по SEO-оптимизации,90,138,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72931,href,True,False,False,utf8,,2017-10-25 22:44:46,2017-09-02 02:35:05,2017-10-25 22:44:46,False
37643,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=73150,201 полезный совет по SEO-оптимизации,84,133,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",66556,href,True,False,False,utf8,,2017-09-23 04:34:26,2017-08-05 02:53:11,2017-09-23 04:34:26,False
37644,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=73153,201 полезный совет по SEO-оптимизации,84,133,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",66531,href,True,False,False,utf8,,2017-09-21 18:24:02,2017-08-08 11:51:23,2017-09-21 18:24:02,False
37715,10,58,104.27.8.63,http://prlog.ru/analysis/backlinko.com,"Backlinko.com - анализ сайта, seo характеристики сайта - бакклинко точка ком",40,110,https://backlinko.com/google-keyword-planner,,backlinko.com/google-keyword-p...,,9426,href,True,False,False,utf8,,2017-10-23 16:23:22,2017-09-02 23:27:38,2017-10-23 16:23:22,False
37766,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=72147,201 полезный совет по SEO-оптимизации,90,137,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72804,href,True,False,False,utf8,,2017-10-26 19:25:41,2017-08-31 16:07:14,2017-10-26 19:25:41,False
37816,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=72103,201 полезный совет по SEO-оптимизации,90,138,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72921,href,True,False,False,utf8,,2017-10-29 19:30:02,2017-09-08 19:03:53,2017-10-29 19:30:02,False
37817,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=72215,201 полезный совет по SEO-оптимизации,90,137,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72806,href,True,False,False,utf8,,2017-10-31 01:14:20,2017-09-09 15:38:50,2017-10-31 01:14:20,False
37818,10,59,31.186.96.170,https://spark.ru/startup/webest/blog/27514/201-poleznij-sovet-po-seo-optimizatsii?c=72477,201 полезный совет по SEO-оптимизации,90,138,https://backlinko.com/google-keyword-planner,"Ещё в 2014 году я выпустил гайд, который включал",главу о Google Keyword Planner,". В то время, Keyword Planner был новинкой, как и",72924,href,True,False,False,utf8,,2017-10-28 19:31:56,2017-09-11 13:35:49,2017-10-28 19:31:56,False
